,,,,,,,
TX_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,TX_TYPE,TX_AMOUNT,TIMESTAMP,IS_FRAUD,ALERT_ID
109,8944,7662,TRANSFER,211.64,0,False,-1
110,5599,7033,TRANSFER,419.51,0,False,-1
111,6049,7098,TRANSFER,12.1,0,False,-1
112,6049,8157,TRANSFER,12.1,0,False,-1
113,6049,9441,TRANSFER,12.1,0,False,-1
114,6049,9430,TRANSFER,12.1,0,False,-1
115,6049,1378,TRANSFER,12.1,0,False,-1
116,6049,9866,TRANSFER,12.1,0,False,-1
117,6049,5477,TRANSFER,12.1,0,False,-1
118,6049,5028,TRANSFER,12.1,0,False,-1
119,6049,4720,TRANSFER,12.1,0,False,-1
120,6049,9999,TRANSFER,12.1,0,False,-1
121,6049,9273,TRANSFER,12.1,0,False,-1
122,4514,4393,TRANSFER,533.16,0,False,-1
123,510,9884,TRANSFER,587.65,0,False,-1
124,2541,9992,TRANSFER,580.65,0,False,-1
125,1752,9542,TRANSFER,102.19,0,False,-1
126,1752,3415,TRANSFER,102.19,0,False,-1
127,1752,9986,TRANSFER,102.19,0,False,-1
128,1752,7995,TRANSFER,102.19,0,False,-1
129,1752,8957,TRANSFER,102.19,0,False,-1
130,1752,7947,TRANSFER,102.19,0,False,-1
131,1576,6707,TRANSFER,475.77,0,False,-1
132,4407,9101,TRANSFER,455.79,0,False,-1
133,7495,9124,TRANSFER,514.57,0,False,-1
134,4603,9136,TRANSFER,160.58,0,False,-1
135,4603,9202,TRANSFER,160.58,0,False,-1
136,4603,5122,TRANSFER,160.58,0,False,-1
137,4603,9985,TRANSFER,160.58,0,False,-1
138,4603,6634,TRANSFER,160.58,0,False,-1
139,4603,7458,TRANSFER,160.58,0,False,-1
140,4603,6071,TRANSFER,160.58,0,False,-1
141,4603,2380,TRANSFER,160.58,0,False,-1
142,345,7253,TRANSFER,0,0,False,-1
143,7558,5185,TRANSFER,469.75,0,False,-1
144,8563,9113,TRANSFER,534.76,0,False,-1
145,9535,6351,TRANSFER,599.44,0,False,-1
146,7144,9883,TRANSFER,10,0,False,-1
147,7144,7593,TRANSFER,10,0,False,-1
148,7144,9992,TRANSFER,10,0,False,-1
149,7144,9266,TRANSFER,10,0,False,-1
150,7144,1136,TRANSFER,10,0,False,-1
151,7144,2115,TRANSFER,10,0,False,-1
152,7144,9613,TRANSFER,10,0,False,-1
153,7144,8414,TRANSFER,10,0,False,-1
154,7144,8874,TRANSFER,10,0,False,-1
155,7144,9286,TRANSFER,10,0,False,-1
156,7144,5181,TRANSFER,10,0,False,-1
157,7144,5616,TRANSFER,10,0,False,-1
158,8512,9510,TRANSFER,529.86,0,False,-1
159,2596,3614,TRANSFER,530.91,0,False,-1
160,2429,8561,TRANSFER,446.01,0,False,-1
161,4558,1459,TRANSFER,544.21,0,False,-1
162,3532,45,TRANSFER,553.1,0,False,-1
163,6471,9553,TRANSFER,406.17,0,False,-1
164,1688,5142,TRANSFER,141.13,0,False,-1
165,1688,9656,TRANSFER,141.13,0,False,-1
166,1688,8985,TRANSFER,141.13,0,False,-1
167,1688,3770,TRANSFER,141.13,0,False,-1
168,1688,9215,TRANSFER,141.13,0,False,-1
169,1688,8229,TRANSFER,141.13,0,False,-1
170,3482,2424,TRANSFER,535.53,0,False,-1
171,3983,9663,TRANSFER,298.73,0,False,-1
172,9436,7222,TRANSFER,459.07,0,False,-1
173,5491,9971,TRANSFER,584.33,0,False,-1
174,6747,2889,TRANSFER,138.47,0,False,-1
175,6747,7098,TRANSFER,138.47,0,False,-1
176,6747,5691,TRANSFER,138.47,0,False,-1
177,6747,5790,TRANSFER,138.47,0,False,-1
178,6747,8128,TRANSFER,138.47,0,False,-1
179,6747,9129,TRANSFER,138.47,0,False,-1
180,6747,6963,TRANSFER,138.47,0,False,-1
181,6747,381,TRANSFER,138.47,0,False,-1
182,6747,8351,TRANSFER,138.47,0,False,-1
183,6747,9828,TRANSFER,138.47,0,False,-1
184,6747,9916,TRANSFER,138.47,0,False,-1
185,7125,6809,TRANSFER,9.65,0,False,-1
186,7125,3849,TRANSFER,9.65,0,False,-1
187,7125,3138,TRANSFER,9.65,0,False,-1
188,7125,8964,TRANSFER,9.65,0,False,-1
189,7125,9973,TRANSFER,9.65,0,False,-1
190,7125,9655,TRANSFER,9.65,0,False,-1
191,7125,9924,TRANSFER,9.65,0,False,-1
192,7125,5138,TRANSFER,9.65,0,False,-1
193,7125,7328,TRANSFER,9.65,0,False,-1
194,7125,9808,TRANSFER,9.65,0,False,-1
195,7125,4649,TRANSFER,9.65,0,False,-1
196,7125,8706,TRANSFER,9.65,0,False,-1
197,2527,8226,TRANSFER,553.03,0,False,-1
198,4529,9751,TRANSFER,564.29,0,False,-1
199,9577,8773,TRANSFER,427.82,0,False,-1
200,4630,5198,TRANSFER,108,0,False,-1
201,4630,1355,TRANSFER,108,0,False,-1
202,4630,9558,TRANSFER,108,0,False,-1
203,4630,9503,TRANSFER,108,0,False,-1
204,4630,1981,TRANSFER,108,0,False,-1
205,4630,5225,TRANSFER,108,0,False,-1
206,4630,3686,TRANSFER,108,0,False,-1
207,4630,1836,TRANSFER,108,0,False,-1
208,6076,9036,TRANSFER,12.95,0,False,-1
209,6076,7374,TRANSFER,12.95,0,False,-1
210,6076,9983,TRANSFER,12.95,0,False,-1
211,6076,8484,TRANSFER,12.95,0,False,-1
212,6076,7662,TRANSFER,12.95,0,False,-1
213,6076,3431,TRANSFER,12.95,0,False,-1
214,6076,5973,TRANSFER,12.95,0,False,-1
215,6076,8834,TRANSFER,12.95,0,False,-1
216,6076,4170,TRANSFER,12.95,0,False,-1
217,6076,8062,TRANSFER,12.95,0,False,-1
218,9832,9664,TRANSFER,361.48,0,False,-1
219,9832,6793,TRANSFER,361.48,0,False,-1
220,5434,7211,TRANSFER,445.29,0,False,-1
221,2457,9178,TRANSFER,431.07,0,False,-1
222,1579,9267,TRANSFER,440.32,0,False,-1
223,4424,9762,TRANSFER,578.23,0,False,-1
224,8453,6098,TRANSFER,481.14,0,False,-1
225,5505,3516,TRANSFER,444.13,0,False,-1
226,3859,8013,TRANSFER,293.04,0,False,-1
227,8621,7891,TRANSFER,141.85,0,False,-1
228,8621,9125,TRANSFER,141.85,0,False,-1
229,8621,2190,TRANSFER,141.85,0,False,-1
230,8621,7670,TRANSFER,141.85,0,False,-1
231,8621,79,TRANSFER,141.85,0,False,-1
232,8621,9668,TRANSFER,141.85,0,False,-1
233,8621,8733,TRANSFER,141.85,0,False,-1
234,8621,9863,TRANSFER,141.85,0,False,-1
235,8621,9995,TRANSFER,141.85,0,False,-1
236,8621,3150,TRANSFER,141.85,0,False,-1
237,8621,1712,TRANSFER,141.85,0,False,-1
238,8621,3613,TRANSFER,141.85,0,False,-1
239,8621,1102,TRANSFER,141.85,0,False,-1
240,8621,7811,TRANSFER,141.85,0,False,-1
241,8621,9925,TRANSFER,141.85,0,False,-1
242,8621,8943,TRANSFER,141.85,0,False,-1
243,8621,9949,TRANSFER,141.85,0,False,-1
244,6721,8971,TRANSFER,160,0,False,-1
245,6721,9441,TRANSFER,160,0,False,-1
246,6721,9342,TRANSFER,160,0,False,-1
247,6721,4255,TRANSFER,160,0,False,-1
248,6721,9599,TRANSFER,160,0,False,-1
249,6721,7547,TRANSFER,160,0,False,-1
250,6721,5237,TRANSFER,160,0,False,-1
251,6721,7359,TRANSFER,160,0,False,-1
252,6721,7527,TRANSFER,160,0,False,-1
253,6721,8118,TRANSFER,160,0,False,-1
254,6721,3754,TRANSFER,160,0,False,-1
255,6721,6855,TRANSFER,160,0,False,-1
256,9525,7165,TRANSFER,496.2,0,False,-1
257,8532,9663,TRANSFER,469.27,0,False,-1
258,3611,5591,TRANSFER,111.29,0,False,-1
259,3611,9553,TRANSFER,111.29,0,False,-1
260,3611,6672,TRANSFER,111.29,0,False,-1
261,3611,5850,TRANSFER,111.29,0,False,-1
262,3611,9999,TRANSFER,111.29,0,False,-1
263,3611,4887,TRANSFER,111.29,0,False,-1
264,3611,3393,TRANSFER,111.29,0,False,-1
265,3611,9682,TRANSFER,111.29,0,False,-1
266,7566,5274,TRANSFER,588.63,0,False,-1
267,7581,5154,TRANSFER,413.08,0,False,-1
268,8451,8695,TRANSFER,529.2,0,False,-1
269,8555,4272,TRANSFER,445.98,0,False,-1
270,3582,6907,TRANSFER,497.2,0,False,-1
271,3803,8907,TRANSFER,320.19,0,False,-1
272,7460,3549,TRANSFER,483.3,0,False,-1
273,1423,3317,TRANSFER,583.25,0,False,-1
274,2437,4384,TRANSFER,547.84,0,False,-1
275,2002,9485,TRANSFER,19.94,0,False,-1
276,2002,7078,TRANSFER,19.94,0,False,-1
277,2002,8875,TRANSFER,19.94,0,False,-1
278,2002,9698,TRANSFER,19.94,0,False,-1
279,2002,6776,TRANSFER,19.94,0,False,-1
280,2002,9889,TRANSFER,19.94,0,False,-1
281,5407,9177,TRANSFER,488.92,0,False,-1
282,4438,9689,TRANSFER,573.57,0,False,-1
283,2433,8630,TRANSFER,403.57,0,False,-1
284,5454,7264,TRANSFER,451.89,0,False,-1
285,9472,6251,TRANSFER,436.98,0,False,-1
286,5564,8155,TRANSFER,468.19,0,False,-1
287,9409,8432,TRANSFER,567.46,0,False,-1
288,9407,6395,TRANSFER,460.72,0,False,-1
289,3416,9953,TRANSFER,521.11,0,False,-1
290,2444,7582,TRANSFER,438.32,0,False,-1
291,4704,1436,TRANSFER,150.08,0,False,-1
292,4704,4707,TRANSFER,150.08,0,False,-1
293,4704,9930,TRANSFER,150.08,0,False,-1
294,4704,9666,TRANSFER,150.08,0,False,-1
295,4704,6050,TRANSFER,150.08,0,False,-1
296,4704,4290,TRANSFER,150.08,0,False,-1
297,4704,5291,TRANSFER,150.08,0,False,-1
298,4704,7805,TRANSFER,150.08,0,False,-1
299,2673,9697,TRANSFER,167.55,0,False,-1
300,2673,9840,TRANSFER,167.55,0,False,-1
301,2673,5430,TRANSFER,167.55,0,False,-1
302,2673,9679,TRANSFER,167.55,0,False,-1
303,2673,9988,TRANSFER,167.55,0,False,-1
304,2673,5645,TRANSFER,167.55,0,False,-1
305,2673,3830,TRANSFER,167.55,0,False,-1
306,2673,1390,TRANSFER,167.55,0,False,-1
307,2577,9236,TRANSFER,555.86,0,False,-1
308,9508,8134,TRANSFER,414.04,0,False,-1
309,4694,9498,TRANSFER,133.55,0,False,-1
310,4694,4030,TRANSFER,133.55,0,False,-1
311,4694,8166,TRANSFER,133.55,0,False,-1
312,4694,9992,TRANSFER,133.55,0,False,-1
313,4694,3303,TRANSFER,133.55,0,False,-1
314,4694,9665,TRANSFER,133.55,0,False,-1
315,4694,4115,TRANSFER,133.55,0,False,-1
316,4694,9905,TRANSFER,133.55,0,False,-1
317,6571,1459,TRANSFER,501.08,0,False,-1
318,5140,2746,TRANSFER,19.79,0,False,-1
319,5140,6808,TRANSFER,19.79,0,False,-1
320,5140,6730,TRANSFER,19.79,0,False,-1
321,5140,6059,TRANSFER,19.79,0,False,-1
322,5140,3982,TRANSFER,19.79,0,False,-1
323,5140,9913,TRANSFER,19.79,0,False,-1
324,5140,3796,TRANSFER,19.79,0,False,-1
325,5140,9746,TRANSFER,19.79,0,False,-1
326,5140,2083,TRANSFER,19.79,0,False,-1
327,4519,2765,TRANSFER,531.78,0,False,-1
328,4721,9971,TRANSFER,190,0,False,-1
329,4721,2458,TRANSFER,190,0,False,-1
330,4721,5990,TRANSFER,190,0,False,-1
331,4721,9871,TRANSFER,190,0,False,-1
332,4721,6487,TRANSFER,190,0,False,-1
333,4721,6299,TRANSFER,190,0,False,-1
334,4721,9951,TRANSFER,190,0,False,-1
335,4721,3397,TRANSFER,190,0,False,-1
336,4721,7381,TRANSFER,190,0,False,-1
337,7491,9851,TRANSFER,512.42,0,False,-1
338,6555,7098,TRANSFER,440.3,0,False,-1
339,6499,6551,TRANSFER,556.46,0,False,-1
340,5507,7286,TRANSFER,503.17,0,False,-1
341,5999,9993,TRANSFER,253.16,0,False,-1
342,4469,7596,TRANSFER,458.88,0,False,-1
343,4564,6045,TRANSFER,550.5,0,False,-1
344,3454,5184,TRANSFER,401.69,0,False,-1
345,8576,9586,TRANSFER,565.19,0,False,-1
346,8515,8300,TRANSFER,588.64,0,False,-1
347,2413,9300,TRANSFER,401.39,0,False,-1
348,467,6906,TRANSFER,586.85,0,False,-1
349,5405,9048,TRANSFER,482.02,0,False,-1
350,3434,2713,TRANSFER,558.13,0,False,-1
351,1417,8266,TRANSFER,481,0,False,-1
352,4416,7682,TRANSFER,467.58,0,False,-1
353,7662,9982,TRANSFER,124.02,0,False,-1
354,7662,9199,TRANSFER,124.02,0,False,-1
355,7662,9217,TRANSFER,124.02,0,False,-1
356,7662,9107,TRANSFER,124.02,0,False,-1
357,7662,6431,TRANSFER,124.02,0,False,-1
358,7662,6511,TRANSFER,124.02,0,False,-1
359,7662,2384,TRANSFER,124.02,0,False,-1
360,7662,9151,TRANSFER,124.02,0,False,-1
361,7662,3476,TRANSFER,124.02,0,False,-1
362,7662,4642,TRANSFER,124.02,0,False,-1
363,7662,9825,TRANSFER,124.02,0,False,-1
364,7662,4235,TRANSFER,124.02,0,False,-1
365,7662,9617,TRANSFER,124.02,0,False,-1
366,7662,2802,TRANSFER,124.02,0,False,-1
367,534,6262,TRANSFER,579.53,0,False,-1
368,8475,9730,TRANSFER,540.78,0,False,-1
369,5508,6320,TRANSFER,461.2,0,False,-1
370,5148,9998,TRANSFER,12.88,0,False,-1
371,5148,6159,TRANSFER,12.88,0,False,-1
372,5148,7503,TRANSFER,12.88,0,False,-1
373,5148,7128,TRANSFER,12.88,0,False,-1
374,5148,8514,TRANSFER,12.88,0,False,-1
375,5148,9989,TRANSFER,12.88,0,False,-1
376,5148,8075,TRANSFER,12.88,0,False,-1
377,5148,1516,TRANSFER,12.88,0,False,-1
378,5148,4901,TRANSFER,12.88,0,False,-1
379,1524,1217,TRANSFER,536.78,0,False,-1
380,8679,9177,TRANSFER,110.44,0,False,-1
381,8679,8359,TRANSFER,110.44,0,False,-1
382,8679,9962,TRANSFER,110.44,0,False,-1
383,8679,8785,TRANSFER,110.44,0,False,-1
384,8679,9038,TRANSFER,110.44,0,False,-1
385,8679,9643,TRANSFER,110.44,0,False,-1
386,8679,9996,TRANSFER,110.44,0,False,-1
387,8679,4014,TRANSFER,110.44,0,False,-1
388,8679,8141,TRANSFER,110.44,0,False,-1
389,8679,1334,TRANSFER,110.44,0,False,-1
390,8679,9913,TRANSFER,110.44,0,False,-1
391,8679,7912,TRANSFER,110.44,0,False,-1
392,8679,8338,TRANSFER,110.44,0,False,-1
393,8679,9911,TRANSFER,110.44,0,False,-1
394,8679,8427,TRANSFER,110.44,0,False,-1
395,8679,8779,TRANSFER,110.44,0,False,-1
396,8679,5934,TRANSFER,110.44,0,False,-1
397,6442,7374,TRANSFER,563.73,0,False,-1
398,2518,9612,TRANSFER,459.29,0,False,-1
399,487,1974,TRANSFER,419.83,0,False,-1
400,2517,5791,TRANSFER,404.42,0,False,-1
401,7235,8299,TRANSFER,40.08,0,False,-1
402,4566,5261,TRANSFER,492.67,0,False,-1
403,796,4493,TRANSFER,128.46,0,False,-1
404,796,5611,TRANSFER,128.46,0,False,-1
405,796,6636,TRANSFER,128.46,0,False,-1
406,796,7181,TRANSFER,128.46,0,False,-1
407,796,9291,TRANSFER,128.46,0,False,-1
408,796,7590,TRANSFER,128.46,0,False,-1
409,5538,9135,TRANSFER,454.54,0,False,-1
410,8907,9870,TRANSFER,330.27,0,False,-1
411,7653,6352,TRANSFER,104.13,0,False,-1
412,7653,9986,TRANSFER,104.13,0,False,-1
413,7653,7322,TRANSFER,104.13,0,False,-1
414,7653,8634,TRANSFER,104.13,0,False,-1
415,7653,6532,TRANSFER,104.13,0,False,-1
416,7653,9392,TRANSFER,104.13,0,False,-1
417,7653,9154,TRANSFER,104.13,0,False,-1
418,7653,9591,TRANSFER,104.13,0,False,-1
419,7653,8492,TRANSFER,104.13,0,False,-1
420,7653,8709,TRANSFER,104.13,0,False,-1
421,7653,1149,TRANSFER,104.13,0,False,-1
422,7653,9809,TRANSFER,104.13,0,False,-1
423,7653,5348,TRANSFER,104.13,0,False,-1
424,431,9576,TRANSFER,430.26,0,False,-1
425,5658,7175,TRANSFER,189.5,0,False,-1
426,5658,5042,TRANSFER,189.5,0,False,-1
427,5658,9777,TRANSFER,189.5,0,False,-1
428,5658,8247,TRANSFER,189.5,0,False,-1
429,5658,9853,TRANSFER,189.5,0,False,-1
430,5658,8736,TRANSFER,189.5,0,False,-1
431,5658,4004,TRANSFER,189.5,0,False,-1
432,5658,5535,TRANSFER,189.5,0,False,-1
433,5658,5956,TRANSFER,189.5,0,False,-1
434,1541,8754,TRANSFER,476.52,0,False,-1
435,7959,6185,TRANSFER,223.41,0,False,-1
436,4077,9135,TRANSFER,19.43,0,False,-1
437,4077,9932,TRANSFER,19.43,0,False,-1
438,4077,9129,TRANSFER,19.43,0,False,-1
439,4077,1298,TRANSFER,19.43,0,False,-1
440,4077,4489,TRANSFER,19.43,0,False,-1
441,4077,2110,TRANSFER,19.43,0,False,-1
442,4077,9746,TRANSFER,19.43,0,False,-1
443,4077,9181,TRANSFER,19.43,0,False,-1
444,424,1855,TRANSFER,430.26,0,False,-1
445,7505,5296,TRANSFER,580.78,0,False,-1
446,5470,9795,TRANSFER,573.16,0,False,-1
447,1585,9983,TRANSFER,578.65,0,False,-1
448,3409,5185,TRANSFER,548.47,0,False,-1
449,6522,4927,TRANSFER,556.13,0,False,-1
450,7551,3318,TRANSFER,472.41,0,False,-1
451,4435,8808,TRANSFER,525.48,0,False,-1
452,9346,7066,TRANSFER,31.98,0,False,-1
453,5532,9872,TRANSFER,519.47,0,False,-1
454,6525,5174,TRANSFER,599.59,0,False,-1
455,4461,1411,TRANSFER,453.04,0,False,-1
456,5593,3206,TRANSFER,424.17,0,False,-1
457,433,2405,TRANSFER,523.47,0,False,-1
458,2467,9950,TRANSFER,567.8,0,False,-1
459,4540,9763,TRANSFER,546.53,0,False,-1
460,8405,7752,TRANSFER,511.67,0,False,-1
461,7532,8233,TRANSFER,435.55,0,False,-1
462,1299,9784,TRANSFER,22.72,0,False,-1
463,6592,4282,TRANSFER,500.47,0,False,-1
464,3699,6120,TRANSFER,124.23,0,False,-1
465,3699,7750,TRANSFER,124.23,0,False,-1
466,3699,7640,TRANSFER,124.23,0,False,-1
467,3699,9821,TRANSFER,124.23,0,False,-1
468,3699,9569,TRANSFER,124.23,0,False,-1
469,3699,9985,TRANSFER,124.23,0,False,-1
470,3699,934,TRANSFER,124.23,0,False,-1
471,3699,1060,TRANSFER,124.23,0,False,-1
472,4072,9464,TRANSFER,16.67,0,False,-1
473,4072,7862,TRANSFER,16.67,0,False,-1
474,4072,1992,TRANSFER,16.67,0,False,-1
475,4072,9699,TRANSFER,16.67,0,False,-1
476,4072,8786,TRANSFER,16.67,0,False,-1
477,4072,9636,TRANSFER,16.67,0,False,-1
478,4072,9806,TRANSFER,16.67,0,False,-1
479,4072,4858,TRANSFER,16.67,0,False,-1
480,2730,9444,TRANSFER,197.39,0,False,-1
481,2730,9996,TRANSFER,197.39,0,False,-1
482,2730,7998,TRANSFER,197.39,0,False,-1
483,2730,8292,TRANSFER,197.39,0,False,-1
484,2730,715,TRANSFER,197.39,0,False,-1
485,2730,4779,TRANSFER,197.39,0,False,-1
486,2730,4878,TRANSFER,197.39,0,False,-1
487,96,5680,TRANSFER,59.77,0,False,-1
488,96,7723,TRANSFER,59.77,0,False,-1
489,96,3699,TRANSFER,59.77,0,False,-1
490,9062,9796,TRANSFER,7.36,0,False,-1
491,9062,8248,TRANSFER,7.36,0,False,-1
492,9062,8942,TRANSFER,7.36,0,False,-1
493,9062,8436,TRANSFER,7.36,0,False,-1
494,9062,3980,TRANSFER,7.36,0,False,-1
495,9062,4563,TRANSFER,7.36,0,False,-1
496,9062,9963,TRANSFER,7.36,0,False,-1
497,9062,9054,TRANSFER,7.36,0,False,-1
498,9062,9990,TRANSFER,7.36,0,False,-1
499,9062,9781,TRANSFER,7.36,0,False,-1
500,9062,560,TRANSFER,7.36,0,False,-1
501,9062,682,TRANSFER,7.36,0,False,-1
502,9062,1235,TRANSFER,7.36,0,False,-1
503,9062,810,TRANSFER,7.36,0,False,-1
504,9062,9625,TRANSFER,7.36,0,False,-1
505,9062,3633,TRANSFER,7.36,0,False,-1
506,9062,4634,TRANSFER,7.36,0,False,-1
507,9062,1109,TRANSFER,7.36,0,False,-1
508,9062,4748,TRANSFER,7.36,0,False,-1
509,6880,9026,TRANSFER,277.51,0,False,-1
510,6940,8820,TRANSFER,266.33,0,False,-1
511,6189,9773,TRANSFER,17.43,0,False,-1
512,6189,8421,TRANSFER,17.43,0,False,-1
513,6189,9034,TRANSFER,17.43,0,False,-1
514,6189,9695,TRANSFER,17.43,0,False,-1
515,6189,4158,TRANSFER,17.43,0,False,-1
516,6189,449,TRANSFER,17.43,0,False,-1
517,6189,8328,TRANSFER,17.43,0,False,-1
518,6189,7768,TRANSFER,17.43,0,False,-1
519,6189,9472,TRANSFER,17.43,0,False,-1
520,6189,9729,TRANSFER,17.43,0,False,-1
521,9296,9014,TRANSFER,44.33,0,False,-1
522,2833,1135,TRANSFER,381.76,0,False,-1
523,568,8750,TRANSFER,511.64,0,False,-1
524,7329,9960,TRANSFER,0,0,False,-1
525,2478,6450,TRANSFER,517.86,0,False,-1
526,9571,9168,TRANSFER,530.53,0,False,-1
527,97,4419,TRANSFER,36.07,0,False,-1
528,97,3332,TRANSFER,36.07,0,False,-1
529,97,9724,TRANSFER,36.07,0,False,-1
530,9493,9388,TRANSFER,547.66,0,False,-1
531,3463,2458,TRANSFER,402.73,0,False,-1
532,1460,1414,TRANSFER,551.07,0,False,-1
533,3516,7871,TRANSFER,504.95,0,False,-1
534,7432,5739,TRANSFER,442.92,0,False,-1
535,1273,7808,TRANSFER,22.72,0,False,-1
536,9470,8156,TRANSFER,485.41,0,False,-1
